name,1950.01.01,1950.02.01,1950.03.01,1950.04.01,1950.05.01,1950.06.01,1950.07.01,1950.08.01,1950.09.01,1950.10.01,1950.11.01,1950.12.01,1951.01.01,1951.02.01,1951.03.01,1951.04.01,1951.05.01,1951.06.01,1951.07.01,1951.08.01,1951.09.01,1951.10.01,1951.11.01,1951.12.01,1952.01.01,1952.02.01,1952.03.01,1952.04.01,1952.05.01,1952.06.01,1952.07.01,1952.08.01,1952.09.01,1952.10.01,1952.11.01,1952.12.01,1953.01.01,1953.02.01,1953.03.01,1953.04.01,1953.05.01,1953.06.01,1953.07.01,1953.08.01,1953.09.01,1953.10.01,1953.11.01,1953.12.01,1954.01.01,1954.02.01,1954.03.01,1954.04.01,1954.05.01,1954.06.01,1954.07.01,1954.08.01,1954.09.01,1954.10.01,1954.11.01,1954.12.01,1955.01.01,1955.02.01,1955.03.01,1955.04.01,1955.05.01,1955.06.01,1955.07.01,1955.08.01,1955.09.01,1955.10.01,1955.11.01,1955.12.01,1956.01.01,1956.02.01,1956.03.01,1956.04.01,1956.05.01,1956.06.01,1956.07.01,1956.08.01,1956.09.01,1956.10.01,1956.11.01,1956.12.01,1957.01.01,1957.02.01,1957.03.01,1957.04.01,1957.05.01,1957.06.01,1957.07.01,1957.08.01,1957.09.01,1957.10.01,1957.11.01,1957.12.01,1958.01.01,1958.02.01,1958.03.01,1958.04.01,1958.05.01,1958.06.01,1958.07.01,1958.08.01,1958.09.01,1958.10.01,1958.11.01,1958.12.01,1959.01.01,1959.02.01,1959.03.01,1959.04.01,1959.05.01,1959.06.01,1959.07.01,1959.08.01,1959.09.01,1959.10.01,1959.11.01,1959.12.01,1960.01.01,1960.02.01,1960.03.01,1960.04.01,1960.05.01,1960.06.01,1960.07.01,1960.08.01,1960.09.01,1960.10.01,1960.11.01,1960.12.01,1961.01.01,1961.02.01,1961.03.01,1961.04.01,1961.05.01,1961.06.01,1961.07.01,1961.08.01,1961.09.01,1961.10.01,1961.11.01,1961.12.01,1962.01.01,1962.02.01,1962.03.01,1962.04.01,1962.05.01,1962.06.01,1962.07.01,1962.08.01,1962.09.01,1962.10.01,1962.11.01,1962.12.01,1963.01.01,1963.02.01,1963.03.01,1963.04.01,1963.05.01,1963.06.01,1963.07.01,1963.08.01,1963.09.01,1963.10.01,1963.11.01,1963.12.01,1964.01.01,1964.02.01,1964.03.01,1964.04.01,1964.05.01,1964.06.01,1964.07.01,1964.08.01,1964.09.01,1964.10.01,1964.11.01,1964.12.01,1965.01.01,1965.02.01,1965.03.01,1965.04.01,1965.05.01,1965.06.01,1965.07.01,1965.08.01,1965.09.01,1965.10.01,1965.11.01,1965.12.01,1966.01.01,1966.02.01,1966.03.01,1966.04.01,1966.05.01,1966.06.01,1966.07.01,1966.08.01,1966.09.01,1966.10.01,1966.11.01,1966.12.01,1967.01.01,1967.02.01,1967.03.01,1967.04.01,1967.05.01,1967.06.01,1967.07.01,1967.08.01,1967.09.01,1967.10.01,1967.11.01,1967.12.01,1968.01.01,1968.02.01,1968.03.01,1968.04.01,1968.05.01,1968.06.01,1968.07.01,1968.08.01,1968.09.01,1968.10.01,1968.11.01,1968.12.01,1969.01.01,1969.02.01,1969.03.01,1969.04.01,1969.05.01,1969.06.01,1969.07.01,1969.08.01,1969.09.01,1969.10.01,1969.11.01,1969.12.01,1970.01.01,1970.02.01,1970.03.01,1970.04.01,1970.05.01,1970.06.01,1970.07.01,1970.08.01,1970.09.01,1970.10.01,1970.11.01,1970.12.01,1971.01.01,1971.02.01,1971.03.01,1971.04.01,1971.05.01,1971.06.01,1971.07.01,1971.08.01,1971.09.01,1971.10.01,1971.11.01,1971.12.01,1972.01.01,1972.02.01,1972.03.01,1972.04.01,1972.05.01,1972.06.01,1972.07.01,1972.08.01,1972.09.01,1972.10.01,1972.11.01,1972.12.01,1973.01.01,1973.02.01,1973.03.01,1973.04.01,1973.05.01,1973.06.01,1973.07.01,1973.08.01,1973.09.01,1973.10.01,1973.11.01,1973.12.01,1974.01.01,1974.02.01,1974.03.01,1974.04.01,1974.05.01,1974.06.01,1974.07.01,1974.08.01,1974.09.01,1974.10.01,1974.11.01,1974.12.01,1975.01.01,1975.02.01,1975.03.01,1975.04.01,1975.05.01,1975.06.01,1975.07.01,1975.08.01,1975.09.01,1975.10.01,1975.11.01,1975.12.01,1976.01.01,1976.02.01,1976.03.01,1976.04.01,1976.05.01,1976.06.01,1976.07.01,1976.08.01,1976.09.01,1976.10.01,1976.11.01,1976.12.01,1977.01.01,1977.02.01,1977.03.01,1977.04.01,1977.05.01,1977.06.01,1977.07.01,1977.08.01,1977.09.01,1977.10.01,1977.11.01,1977.12.01,1978.01.01,1978.02.01,1978.03.01,1978.04.01,1978.05.01,1978.06.01,1978.07.01,1978.08.01,1978.09.01,1978.10.01,1978.11.01,1978.12.01,1979.01.01,1979.02.01,1979.03.01,1979.04.01,1979.05.01,1979.06.01,1979.07.01,1979.08.01,1979.09.01,1979.10.01,1979.11.01,1979.12.01,1980.01.01,1980.02.01,1980.03.01,1980.04.01,1980.05.01,1980.06.01,1980.07.01,1980.08.01,1980.09.01,1980.10.01,1980.11.01,1980.12.01,1981.01.01,1981.02.01,1981.03.01,1981.04.01,1981.05.01,1981.06.01,1981.07.01,1981.08.01,1981.09.01,1981.10.01,1981.11.01,1981.12.01,1982.01.01,1982.02.01,1982.03.01,1982.04.01,1982.05.01,1982.06.01,1982.07.01,1982.08.01,1982.09.01,1982.10.01,1982.11.01,1982.12.01,1983.01.01,1983.02.01,1983.03.01,1983.04.01,1983.05.01,1983.06.01,1983.07.01,1983.08.01,1983.09.01,1983.10.01,1983.11.01,1983.12.01,1984.01.01,1984.02.01,1984.03.01,1984.04.01,1984.05.01,1984.06.01,1984.07.01,1984.08.01,1984.09.01,1984.10.01,1984.11.01,1984.12.01,1985.01.01,1985.02.01,1985.03.01,1985.04.01,1985.05.01,1985.06.01,1985.07.01,1985.08.01,1985.09.01,1985.10.01,1985.11.01,1985.12.01,1986.01.01,1986.02.01,1986.03.01,1986.04.01,1986.05.01,1986.06.01,1986.07.01,1986.08.01,1986.09.01,1986.10.01,1986.11.01,1986.12.01,1987.01.01,1987.02.01,1987.03.01,1987.04.01,1987.05.01,1987.06.01,1987.07.01,1987.08.01,1987.09.01,1987.10.01,1987.11.01,1987.12.01,1988.01.01,1988.02.01,1988.03.01,1988.04.01,1988.05.01,1988.06.01,1988.07.01,1988.08.01,1988.09.01,1988.10.01,1988.11.01,1988.12.01,1989.01.01,1989.02.01,1989.03.01,1989.04.01,1989.05.01,1989.06.01,1989.07.01,1989.08.01,1989.09.01,1989.10.01,1989.11.01,1989.12.01,1990.01.01,1990.02.01,1990.03.01,1990.04.01,1990.05.01,1990.06.01,1990.07.01,1990.08.01,1990.09.01,1990.10.01,1990.11.01,1990.12.01,1991.01.01,1991.02.01,1991.03.01,1991.04.01,1991.05.01,1991.06.01,1991.07.01,1991.08.01,1991.09.01,1991.10.01,1991.11.01,1991.12.01,1992.01.01,1992.02.01,1992.03.01,1992.04.01,1992.05.01,1992.06.01,1992.07.01,1992.08.01,1992.09.01,1992.10.01,1992.11.01,1992.12.01,1993.01.01,1993.02.01,1993.03.01,1993.04.01,1993.05.01,1993.06.01,1993.07.01,1993.08.01,1993.09.01,1993.10.01,1993.11.01,1993.12.01,1994.01.01,1994.02.01,1994.03.01,1994.04.01,1994.05.01,1994.06.01,1994.07.01,1994.08.01,1994.09.01,1994.10.01,1994.11.01,1994.12.01,1995.01.01,1995.02.01,1995.03.01,1995.04.01,1995.05.01,1995.06.01,1995.07.01,1995.08.01,1995.09.01,1995.10.01,1995.11.01,1995.12.01,1996.01.01,1996.02.01,1996.03.01,1996.04.01,1996.05.01,1996.06.01,1996.07.01,1996.08.01,1996.09.01,1996.10.01,1996.11.01,1996.12.01,1997.01.01,1997.02.01,1997.03.01,1997.04.01,1997.05.01,1997.06.01,1997.07.01,1997.08.01,1997.09.01,1997.10.01,1997.11.01,1997.12.01,1998.01.01,1998.02.01,1998.03.01,1998.04.01,1998.05.01,1998.06.01,1998.07.01,1998.08.01,1998.09.01,1998.10.01,1998.11.01,1998.12.01,1999.01.01,1999.02.01,1999.03.01,1999.04.01,1999.05.01,1999.06.01,1999.07.01,1999.08.01,1999.09.01,1999.10.01,1999.11.01,1999.12.01,2000.01.01,2000.02.01,2000.03.01,2000.04.01,2000.05.01,2000.06.01,2000.07.01,2000.08.01,2000.09.01,2000.10.01,2000.11.01,2000.12.01,2001.01.01,2001.02.01,2001.03.01,2001.04.01,2001.05.01,2001.06.01,2001.07.01,2001.08.01,2001.09.01,2001.10.01,2001.11.01,2001.12.01,2002.01.01,2002.02.01,2002.03.01,2002.04.01,2002.05.01,2002.06.01,2002.07.01,2002.08.01,2002.09.01,2002.10.01,2002.11.01,2002.12.01,2003.01.01,2003.02.01,2003.03.01,2003.04.01,2003.05.01,2003.06.01,2003.07.01,2003.08.01,2003.09.01,2003.10.01,2003.11.01,2003.12.01,2004.01.01,2004.02.01,2004.03.01,2004.04.01,2004.05.01,2004.06.01,2004.07.01,2004.08.01,2004.09.01,2004.10.01,2004.11.01,2004.12.01,2005.01.01,2005.02.01,2005.03.01,2005.04.01,2005.05.01,2005.06.01,2005.07.01,2005.08.01,2005.09.01,2005.10.01,2005.11.01,2005.12.01,2006.01.01,2006.02.01,2006.03.01,2006.04.01,2006.05.01,2006.06.01,2006.07.01,2006.08.01,2006.09.01,2006.10.01,2006.11.01,2006.12.01,2007.01.01,2007.02.01,2007.03.01,2007.04.01,2007.05.01,2007.06.01,2007.07.01,2007.08.01,2007.09.01,2007.10.01,2007.11.01,2007.12.01,2008.01.01,2008.02.01,2008.03.01,2008.04.01,2008.05.01,2008.06.01,2008.07.01,2008.08.01,2008.09.01,2008.10.01,2008.11.01,2008.12.01,2009.01.01,2009.02.01,2009.03.01,2009.04.01,2009.05.01,2009.06.01,2009.07.01,2009.08.01,2009.09.01,2009.10.01,2009.11.01,2009.12.01,2010.01.01,2010.02.01,2010.03.01,2010.04.01,2010.05.01,2010.06.01,2010.07.01,2010.08.01,2010.09.01,2010.10.01,2010.11.01,2010.12.01,2011.01.01,2011.02.01,2011.03.01,2011.04.01,2011.05.01,2011.06.01,2011.07.01,2011.08.01,2011.09.01,2011.10.01,2011.11.01,2011.12.01,2012.01.01,2012.02.01,2012.03.01,2012.04.01,2012.05.01,2012.06.01,2012.07.01,2012.08.01,2012.09.01,2012.10.01,2012.11.01,2012.12.01,2013.01.01,2013.02.01,2013.03.01,2013.04.01,2013.05.01,2013.06.01,2013.07.01,2013.08.01,2013.09.01,2013.10.01,2013.11.01,2013.12.01,2014.01.01,2014.02.01,2014.03.01,2014.04.01,2014.05.01,2014.06.01,2014.07.01,2014.08.01,2014.09.01,2014.10.01,2014.11.01,2014.12.01,2015.01.01,2015.02.01,2015.03.01,2015.04.01,2015.05.01,2015.06.01,2015.07.01,2015.08.01,2015.09.01,2015.10.01,2015.11.01,2015.12.01,2016.01.01,2016.02.01,2016.03.01,2016.04.01,2016.05.01,2016.06.01,2016.07.01,2016.08.01,2016.09.01,2016.10.01,2016.11.01,2016.12.01,2017.01.01,2017.02.01,2017.03.01,2017.04.01,2017.05.01,2017.06.01,2017.07.01,2017.08.01,2017.09.01,2017.10.01,2017.11.01,2017.12.01,2018.01.01,2018.02.01,2018.03.01,2018.04.01,2018.05.01,2018.06.01,2018.07.01,2018.08.01,2018.09.01,2018.10.01,2018.11.01,2018.12.01,2019.01.01,2019.02.01,2019.03.01,2019.04.01,2019.05.01,2019.06.01,2019.07.01,2019.08.01,2019.09.01,2019.10.01,2019.11.01,2019.12.01,2020.01.01,2020.02.01,2020.03.01,2020.04.01,2020.05.01,2020.06.01,2020.07.01,2020.08.01,2020.09.01,2020.10.01,2020.11.01,2020.12.01
Australia,8178700,8198950,8219200,8239450,8259700,8279950,8300200,8320450,8340700,8360950,8381200,8401450,8421700,8439600,8457500,8475400,8493300,8511200,8529100,8547000,8564900,8582800,8600700,8618600,8636500,8651400,8666300,8681200,8696100,8711000,8725900,8740800,8755700,8770600,8785500,8800400,8815300,8829566.67,8843833.33,8858100,8872366.67,8886633.33,8900900,8915166.67,8929433.33,8943700,8957966.67,8972233.33,8986500,9004266.67,9022033.33,9039800,9057566.67,9075333.33,9093100,9110866.67,9128633.33,9146400,9164166.67,9181933.33,9199700,9218516.67,9237333.33,9256150,9274966.67,9293783.33,9312600,9331416.67,9350233.33,9369050,9387866.67,9406683.33,9425500,9443391.67,9461283.33,9479175,9497066.67,9514958.33,9532850,9550741.67,9568633.33,9586525,9604416.67,9622308.33,9640200,9657050,9673900,9690750,9707600,9724450,9741300,9758150,9775000,9791850,9808700,9825550,9842400,9860233.33,9878066.67,9895900,9913733.33,9931566.67,9949400,9967233.33,9985066.67,10002900,10020733.33,10038566.67,10056400,10074616.67,10092833.33,10111050,10129266.67,10147483.33,10165700,10183916.67,10202133.33,10220350,10238566.67,10256783.33,10275000,10294433.33,10313866.67,10333300,10352733.33,10372166.67,10391600,10411033.33,10430466.67,10449900,10469333.33,10488766.67,10508200,10524225,10540250,10556275,10572300,10588325,10604350,10620375,10636400,10652425,10668450,10684475,10700500,10717700,10734900,10752100,10769300,10786500,10803700,10820900,10838100,10855300,10872500,10889700,10906900,10924791.67,10942683.33,10960575,10978466.67,10996358.33,11014250,11032141.67,11050033.33,11067925,11085816.67,11103708.33,11121600,11139875,11158150,11176425,11194700,11212975,11231250,11249525,11267800,11286075,11304350,11322625,11340900,11362449.83,11383999.67,11405549.5,11427099.33,11448649.17,11470199,11491748.83,11513298.67,11534848.5,11556398.33,11577948.17,11599498,11616129.67,11632761.33,11649393,11666024.67,11682656.33,11699288,11715919.67,11732551.33,11749183,11765814.67,11782446.33,11799078,11816541.08,11834004.17,11851467.25,11868930.33,11886393.42,11903856.5,11921319.58,11938782.67,11956245.75,11973708.83,11991171.92,12008635,12029833.25,12051031.5,12072229.75,12093428,12114626.25,12135824.5,12157022.75,12178221,12199419.25,12220617.5,12241815.75,12263014,12283375.25,12303736.5,12324097.75,12344459,12364820.25,12385181.5,12405542.75,12425904,12446265.25,12466626.5,12486987.75,12507349,12554008.67,12600668.33,12647328,12693987.67,12740647.33,12787307,12833966.67,12880626.33,12927286,12973945.67,13020605.33,13067265,13086964.92,13106664.83,13126364.75,13146064.67,13165764.58,13185464.5,13205164.42,13224864.33,13244564.25,13264264.17,13283964.08,13303664,13320403.5,13337143,13353882.5,13370622,13387361.5,13404101,13420840.5,13437580,13454319.5,13471059,13487798.5,13504538,13522707.42,13540876.83,13559046.25,13577215.67,13595385.08,13613554.5,13631723.92,13649893.33,13668062.75,13686232.17,13704401.58,13722571,13736773,13750975,13765177,13779379,13793581,13807783,13821985,13836187,13850389,13864591,13878793,13892995,13904669,13916343,13928017,13939691,13951365,13963039,13974713,13986387,13998061,14009735,14021409,14033083,14046345.58,14059608.17,14072870.75,14086133.33,14099395.92,14112658.5,14125921.08,14139183.67,14152446.25,14165708.83,14178971.42,14192234,14206152.42,14220070.83,14233989.25,14247907.67,14261826.08,14275744.5,14289662.92,14303581.33,14317499.75,14331418.17,14345336.58,14359255,14372294.5,14385334,14398373.5,14411413,14424452.5,14437492,14450531.5,14463571,14476610.5,14489650,14502689.5,14515729,14530697.92,14545666.83,14560635.75,14575604.67,14590573.58,14605542.5,14620511.42,14635480.33,14650449.25,14665418.17,14680387.08,14695356,14714348,14733340,14752332,14771324,14790316,14809308,14828300,14847292,14866284,14885276,14904268,14923260,14945008.92,14966757.83,14988506.75,15010255.67,15032004.58,15053753.5,15075502.42,15097251.33,15119000.25,15140749.17,15162498.08,15184247,15201682.42,15219117.83,15236553.25,15253988.67,15271424.08,15288859.5,15306294.92,15323730.33,15341165.75,15358601.17,15376036.58,15393472,15408965.25,15424458.5,15439951.75,15455445,15470938.25,15486431.5,15501924.75,15517418,15532911.25,15548404.5,15563897.75,15579391,15596801.08,15614211.17,15631621.25,15649031.33,15666441.42,15683851.5,15701261.58,15718671.67,15736081.75,15753491.83,15770901.92,15788312,15807481.83,15826651.67,15845821.5,15864991.33,15884161.17,15903331,15922500.83,15941670.67,15960840.5,15980010.33,15999180.17,16018350,16038810.33,16059270.67,16079731,16100191.33,16120651.67,16141112,16161572.33,16182032.67,16202493,16222953.33,16243413.67,16263874,16286231.5,16308589,16330946.5,16353304,16375661.5,16398019,16420376.5,16442734,16465091.5,16487449,16509806.5,16532164,16555685,16579206,16602727,16626248,16649769,16673290,16696811,16720332,16743853,16767374,16790895,16814416,16835308.67,16856201.33,16877094,16897986.67,16918879.33,16939772,16960664.67,16981557.33,17002450,17023342.67,17044235.33,17065128,17083370.33,17101612.67,17119855,17138097.33,17156339.67,17174582,17192824.33,17211066.67,17229309,17247551.33,17265793.67,17284036,17300252.58,17316469.17,17332685.75,17348902.33,17365118.92,17381335.5,17397552.08,17413768.67,17429985.25,17446201.83,17462418.42,17478635,17491649.42,17504663.83,17517678.25,17530692.67,17543707.08,17556721.5,17569735.92,17582750.33,17595764.75,17608779.17,17621793.58,17634808,17649029.67,17663251.33,17677473,17691694.67,17705916.33,17720138,17734359.67,17748581.33,17762803,17777024.67,17791246.33,17805468,17822085.83,17838703.67,17855321.5,17871939.33,17888557.17,17905175,17921792.83,17938410.67,17955028.5,17971646.33,17988264.17,18004882,18023205.75,18041529.5,18059853.25,18078177,18096500.75,18114824.5,18133148.25,18151472,18169795.75,18188119.5,18206443.25,18224767,18241289.5,18257812,18274334.5,18290857,18307379.5,18323902,18340424.5,18356947,18373469.5,18389992,18406514.5,18423037,18438415.92,18453794.83,18469173.75,18484552.67,18499931.58,18515310.5,18530689.42,18546068.33,18561447.25,18576826.17,18592205.08,18607584,18624640.67,18641697.33,18658754,18675810.67,18692867.33,18709924,18726980.67,18744037.33,18761094,18778150.67,18795207.33,18812264,18830308.83,18848353.67,18866398.5,18884443.33,18902488.17,18920533,18938577.83,18956622.67,18974667.5,18992712.33,19010757.17,19028802,19049293.58,19069785.17,19090276.75,19110768.33,19131259.92,19151751.5,19172243.08,19192734.67,19213226.25,19233717.83,19254209.42,19274701,19293076.75,19311452.5,19329828.25,19348204,19366579.75,19384955.5,19403331.25,19421707,19440082.75,19458458.5,19476834.25,19495210,19514003.92,19532797.83,19551591.75,19570385.67,19589179.58,19607973.5,19626767.42,19645561.33,19664355.25,19683149.17,19701943.08,19720737,19738402.42,19756067.83,19773733.25,19791398.67,19809064.08,19826729.5,19844394.92,19862060.33,19879725.75,19897391.17,19915056.58,19932722,19953065.5,19973409,19993752.5,20014096,20034439.5,20054783,20075126.5,20095470,20115813.5,20136157,20156500.5,20176844,20199687.5,20222531,20245374.5,20268218,20291061.5,20313905,20336748.5,20359592,20382435.5,20405279,20428122.5,20450966,20482354,20513742,20545130,20576518,20607906,20639294,20670682,20702070,20733458,20764846,20796234,20827622,20862753.42,20897884.83,20933016.25,20968147.67,21003279.08,21038410.5,21073541.92,21108673.33,21143804.75,21178936.17,21214067.58,21249199,21286070.17,21322941.33,21359812.5,21396683.67,21433554.83,21470426,21507297.17,21544168.33,21581039.5,21617910.67,21654781.83,21691653,21719994.42,21748335.83,21776677.25,21805018.67,21833360.08,21861701.5,21890042.92,21918384.33,21946725.75,21975067.17,22003408.58,22031750,22057439.5,22083129,22108818.5,22134508,22160197.5,22185887,22211576.5,22237266,22262955.5,22288645,22314334.5,22340024,22372810.75,22405597.5,22438384.25,22471171,22503957.75,22536744.5,22569531.25,22602318,22635104.75,22667891.5,22700678.25,22733465,22766353.67,22799242.33,22832131,22865019.67,22897908.33,22930797,22963685.67,22996574.33,23029463,23062351.67,23095240.33,23128129,23157092.08,23186055.17,23215018.25,23243981.33,23272944.42,23301907.5,23330870.58,23359833.67,23388796.75,23417759.83,23446722.92,23475686,23504045.08,23532404.17,23560763.25,23589122.33,23617481.42,23645840.5,23674199.58,23702558.67,23730917.75,23759276.83,23787635.92,23815995,23847237.67,23878480.33,23909723,23940965.67,23972208.33,24003451,24034693.67,24065936.33,24097179,24128421.67,24159664.33,24190907,24225153.08,24259399.17,24293645.25,24327891.33,24362137.42,24396383.5,24430629.58,24464875.67,24499121.75,24533367.83,24567613.92,24601860,24633595.67,24665331.33,24697067,24728802.67,24760538.33,24792274,24824009.67,24855745.33,24887481,24919216.67,24950952.33,24982688,25014609.42,25046530.83,25078452.25,25110373.67,25142295.08,25174216.5,25206137.92,25238059.33,25269980.75,25301902.17,25333823.58,25365745,25393440.67,25421136.33,25448832,25476527.67,25504223.33,25531919,25559614.67,25587310.33,25615006,25642701.67,25670397.33,25672705.31,25675013.28,25677321.25,25679629.22,25681937.19,25684245.17,25686553.14,25688861.11,25691169.08,25693477.06,25695785.03,25698093
